Date,Flight,Scheduled Time,E/A Time,Delay,Scheduled Ha Block,Ha Block,From,To,Gate Nr.,Local Total
2026-04-10,SN2610,2026-04-10 22:45:00,2026-04-10 22:30:00,-15.0,2026-04-10 22:51:00,2026-04-10 22:36:00,2026-04-10 22:51:00,2026-04-10 22:54:00,A56 ,33.0
2026-04-10,SN2612,2026-04-10 23:40:00,2026-04-11 00:01:00,21.0,2026-04-10 23:45:00,2026-04-11 00:06:00,2026-04-11 00:40:00,2026-04-11 00:43:00,A62 ,30.0
2026-04-10,SN2614,2026-04-11 03:30:00,2026-04-11 03:22:00,-8.0,2026-04-11 03:34:00,2026-04-11 03:26:00,2026-04-11 03:47:00,2026-04-11 03:48:00,A52 ,12.0
2026-04-10,SN2630,2026-04-10 18:15:00,2026-04-10 17:52:00,-23.0,2026-04-10 18:18:00,2026-04-10 17:55:00,2026-04-10 18:13:00,2026-04-10 18:18:00,A46 ,3.0
2026-04-10,SN2644,2026-04-10 23:10:00,2026-04-10 23:04:00,-6.0,2026-04-10 23:13:00,2026-04-10 23:07:00,2026-04-10 23:37:00,2026-04-10 23:39:00,A40 ,18.0
2026-04-10,SN2646,2026-04-11 02:15:00,2026-04-11 02:12:00,-3.0,2026-04-11 02:18:00,2026-04-11 02:15:00,2026-04-11 02:29:00,2026-04-11 02:30:00,A46 ,41.0
2026-04-10,SN2650,2026-04-11 05:55:00,2026-04-11 05:53:00,-2.0,2026-04-11 05:59:00,2026-04-11 05:57:00,2026-04-11 06:15:00,2026-04-11 06:18:00,A49 ,17.0
2026-04-10,SN2652,2026-04-11 09:10:00,2026-04-11 08:58:00,-12.0,2026-04-11 09:14:00,2026-04-11 09:02:00,2026-04-11 09:22:00,2026-04-11 09:44:00,A54 ,20.0
2026-04-10,SN2712,2026-04-10 19:35:00,2026-04-10 19:36:00,1.0,2026-04-10 19:41:00,2026-04-10 19:42:00,2026-04-10 20:06:00,2026-04-10 20:07:00,A56 ,34.0
2026-04-10,SN2714,2026-04-10 22:45:00,2026-04-10 22:41:00,-4.0,2026-04-10 22:52:00,2026-04-10 22:48:00,2026-04-10 23:06:00,2026-04-10 23:07:00,A42 ,32.0
2026-04-10,SN2722,2026-04-11 04:30:00,2026-04-11 04:26:00,-4.0,2026-04-11 04:34:00,2026-04-11 04:30:00,2026-04-11 04:51:00,2026-04-11 04:54:00,A56 ,60.0
2026-04-10,SN2724,2026-04-11 08:30:00,2026-04-11 08:24:00,-6.0,2026-04-11 08:35:00,2026-04-11 08:29:00,2026-04-11 08:47:00,2026-04-11 08:48:00,A69 ,54.0
2026-04-10,SN2726,2026-04-10 18:20:00,2026-04-10 18:20:00,0.0,2026-04-10 18:27:00,2026-04-10 18:27:00,2026-04-10 18:45:00,2026-04-10 18:52:00,A54 ,14.0
2026-04-10,SN2730,2026-04-10 20:15:00,2026-04-10 20:10:00,-5.0,2026-04-10 20:23:00,2026-04-10 20:18:00,2026-04-10 20:30:00,2026-04-10 20:33:00,A58 ,18.0
2026-04-10,SN2732,2026-04-11 07:30:00,2026-04-11 07:26:00,-4.0,2026-04-11 07:35:00,2026-04-11 07:31:00,2026-04-11 07:47:00,2026-04-11 07:49:00,A47 ,45.0
2026-04-10,SN278,2026-04-10 15:40:00,2026-04-10 15:30:00,-10.0,2026-04-10 15:44:00,2026-04-10 15:34:00,2026-04-10 15:52:00,2026-04-10 16:27:00,B37 A,175.0
2026-04-10,SN2810,2026-04-10 23:20:00,2026-04-10 23:18:00,-2.0,2026-04-10 23:23:00,2026-04-10 23:21:00,2026-04-10 23:33:00,2026-04-10 23:35:00,A54 ,31.0
2026-04-10,SN2812,2026-04-11 06:15:00,2026-04-11 06:10:00,-5.0,2026-04-11 06:18:00,2026-04-11 06:13:00,2026-04-11 06:30:00,2026-04-11 06:32:00,A44 ,41.0
2026-04-10,SN2814,2026-04-11 08:45:00,2026-04-11 08:19:00,-26.0,2026-04-11 08:53:00,2026-04-11 08:27:00,2026-04-11 08:38:00,2026-04-11 08:39:00,A48 ,33.0
2026-04-10,SN2816,2026-04-10 18:20:00,2026-04-10 18:14:00,-6.0,2026-04-10 18:23:00,2026-04-10 18:17:00,2026-04-10 18:45:00,2026-04-10 18:47:00,A52 ,12.0
2026-04-10,SN2826,2026-04-11 06:05:00,2026-04-11 05:56:00,-9.0,2026-04-11 06:11:00,2026-04-11 06:02:00,2026-04-11 06:25:00,2026-04-11 06:30:00,A58 ,124.0
2026-04-10,SN2830,2026-04-10 18:35:00,2026-04-10 18:47:00,12.0,2026-04-10 18:38:00,2026-04-10 18:50:00,2026-04-10 19:25:00,2026-04-10 19:26:00,A44 ,9.0
2026-04-10,SN2902,2026-04-10 21:05:00,2026-04-10 21:12:00,7.0,2026-04-10 21:12:00,2026-04-10 21:19:00,2026-04-10 21:40:00,2026-04-10 21:43:00,A42 ,60.0
2026-04-10,SN2906,2026-04-11 05:55:00,2026-04-11 05:52:00,-3.0,2026-04-11 06:00:00,2026-04-11 05:57:00,2026-04-11 06:15:00,2026-04-11 06:19:00,A68 ,33.0
2026-04-10,SN3140,2026-04-10 23:40:00,2026-04-10 23:41:00,1.0,2026-04-10 23:46:00,2026-04-10 23:47:00,2026-04-11 00:05:00,2026-04-11 00:09:00,A70 ,80.0
2026-04-10,SN3146,2026-04-10 21:00:00,2026-04-10 21:32:00,32.0,2026-04-10 21:06:00,2026-04-10 21:38:00,2026-04-10 22:06:00,2026-04-10 22:10:00,A50 ,103.0
2026-04-10,SN3150,2026-04-11 06:20:00,2026-04-11 06:48:00,28.0,2026-04-11 06:25:00,2026-04-11 06:53:00,2026-04-11 07:16:00,2026-04-11 07:18:00,A59 ,59.0
2026-04-10,SN3154,2026-04-10 20:10:00,2026-04-10 20:14:00,4.0,2026-04-10 20:18:00,2026-04-10 20:22:00,2026-04-10 20:44:00,2026-04-10 20:46:00,A40 ,16.0
2026-04-10,SN3160,2026-04-11 09:15:00,2026-04-11 09:08:00,-7.0,2026-04-11 09:19:00,2026-04-11 09:12:00,2026-04-11 09:25:00,2026-04-11 09:27:00,A66 ,43.0
2026-04-10,SN3176,2026-04-10 22:25:00,2026-04-10 22:34:00,9.0,2026-04-10 22:32:00,2026-04-10 22:41:00,2026-04-10 23:03:00,2026-04-10 23:04:00,A44 ,59.0
2026-04-10,SN3182,2026-04-11 06:20:00,2026-04-11 06:37:00,17.0,2026-04-11 06:23:00,2026-04-11 06:40:00,2026-04-11 06:59:00,2026-04-11 07:03:00,A64 ,82.0
2026-04-10,SN3184,2026-04-11 09:15:00,2026-04-11 11:02:00,107.0,2026-04-11 09:19:00,2026-04-11 11:06:00,2026-04-11 11:34:00,2026-04-11 11:37:00,A42 ,78.0
2026-04-10,SN3202,2026-04-11 00:20:00,2026-04-11 00:16:00,-4.0,2026-04-11 00:25:00,2026-04-11 00:21:00,2026-04-11 00:47:00,2026-04-11 00:50:00,A55 ,89.0
2026-04-10,SN3246,2026-04-11 03:50:00,2026-04-11 03:57:00,7.0,2026-04-11 03:53:00,2026-04-11 04:00:00,2026-04-11 04:33:00,2026-04-11 04:37:00,A40 ,111.0
2026-04-10,SN3344,2026-04-11 06:15:00,2026-04-11 06:20:00,5.0,2026-04-11 06:18:00,2026-04-11 06:23:00,2026-04-11 06:45:00,2026-04-11 06:47:00,A66 ,41.0
2026-04-10,SN3588,2026-04-11 00:35:00,2026-04-11 00:40:00,5.0,2026-04-11 00:42:00,2026-04-11 00:47:00,2026-04-11 01:05:00,2026-04-11 01:07:00,A50 ,13.0
2026-04-10,SN3594,2026-04-10 18:30:00,2026-04-10 18:17:00,-13.0,2026-04-10 18:37:00,2026-04-10 18:24:00,2026-04-10 18:54:00,2026-04-10 18:56:00,A48 ,6.0
2026-04-10,SN3598,2026-04-11 01:15:00,2026-04-11 01:18:00,3.0,2026-04-11 01:19:00,2026-04-11 01:22:00,2026-04-11 01:35:00,2026-04-11 01:37:00,A58 ,47.0
2026-04-10,SN3604,2026-04-10 18:25:00,2026-04-10 18:25:00,0.0,2026-04-10 18:28:00,2026-04-10 18:28:00,2026-04-10 18:46:00,2026-04-10 18:52:00,A58 ,6.0
2026-04-10,SN3618,2026-04-11 01:30:00,2026-04-11 02:19:00,49.0,2026-04-11 01:33:00,2026-04-11 02:22:00,2026-04-11 02:46:00,2026-04-11 02:50:00,A40 ,86.0
2026-04-10,SN3622,2026-04-11 04:10:00,2026-04-11 04:06:00,-4.0,2026-04-11 04:13:00,2026-04-11 04:09:00,2026-04-11 04:24:00,2026-04-11 04:26:00,A60 ,61.0
2026-04-10,SN3634,2026-04-10 20:55:00,2026-04-10 21:03:00,8.0,2026-04-10 20:58:00,2026-04-10 21:06:00,2026-04-10 21:40:00,2026-04-10 21:41:00,A60 ,8.0
2026-04-10,SN3668,2026-04-10 23:50:00,2026-04-10 23:53:00,3.0,2026-04-10 23:54:00,2026-04-10 23:57:00,2026-04-11 00:30:00,2026-04-11 00:32:00,A44 ,44.0
2026-04-10,SN3676,2026-04-10 18:35:00,2026-04-10 18:31:00,-4.0,2026-04-10 18:38:00,2026-04-10 18:34:00,2026-04-10 19:03:00,2026-04-10 19:04:00,A50 ,21.0
2026-04-10,SN3698,2026-04-11 00:30:00,2026-04-11 00:23:00,-7.0,2026-04-11 00:34:00,2026-04-11 00:27:00,2026-04-11 00:52:00,2026-04-11 00:56:00,A68 ,87.0
2026-04-10,SN3706,2026-04-11 09:25:00,2026-04-11 09:44:00,19.0,2026-04-11 09:29:00,2026-04-11 09:48:00,2026-04-11 11:10:00,2026-04-11 11:15:00,A58 ,86.0
2026-04-10,SN3708,2026-04-10 17:40:00,2026-04-10 17:57:00,17.0,2026-04-10 17:44:00,2026-04-10 18:01:00,2026-04-10 18:24:00,2026-04-10 18:27:00,A56 ,57.0
2026-04-10,SN3722,2026-04-11 00:55:00,2026-04-11 01:03:00,8.0,2026-04-11 00:59:00,2026-04-11 01:07:00,2026-04-11 01:30:00,2026-04-11 01:32:00,A64 ,72.0
2026-04-10,SN3728,2026-04-11 05:55:00,2026-04-11 05:42:00,-13.0,2026-04-11 05:59:00,2026-04-11 05:46:00,2026-04-11 06:04:00,2026-04-11 06:08:00,A54 ,69.0
2026-04-10,SN3730,2026-04-11 09:10:00,2026-04-11 09:13:00,3.0,2026-04-11 09:16:00,2026-04-11 09:19:00,2026-04-11 09:45:00,2026-04-11 09:48:00,A59 ,71.0
2026-04-10,SN3732,2026-04-10 18:35:00,2026-04-10 18:35:00,0.0,2026-04-10 18:39:00,2026-04-10 18:39:00,2026-04-10 19:13:00,2026-04-10 19:15:00,A42 ,34.0
2026-04-10,SN3734,2026-04-10 22:50:00,2026-04-10 22:31:00,-19.0,2026-04-10 22:58:00,2026-04-10 22:39:00,2026-04-10 23:06:00,2026-04-10 23:11:00,A48 ,84.0
2026-04-10,SN3736,2026-04-11 04:25:00,2026-04-11 04:37:00,12.0,2026-04-11 04:29:00,2026-04-11 04:41:00,2026-04-11 05:09:00,2026-04-11 05:14:00,A50 ,84.0
2026-04-10,SN3738,2026-04-11 09:10:00,2026-04-11 09:01:00,-9.0,2026-04-11 09:14:00,2026-04-11 09:05:00,2026-04-11 09:30:00,2026-04-11 09:34:00,A46 ,105.0
2026-04-10,SN3752,2026-04-11 00:35:00,2026-04-11 01:06:00,31.0,2026-04-11 00:39:00,2026-04-11 01:10:00,2026-04-11 01:34:00,2026-04-11 01:37:00,A48 ,99.0
2026-04-10,SN3772,2026-04-10 21:35:00,2026-04-10 21:28:00,-7.0,2026-04-10 21:42:00,2026-04-10 21:35:00,2026-04-10 22:09:00,2026-04-10 22:11:00,A46 ,69.0
2026-04-10,SN3774,2026-04-11 08:15:00,2026-04-11 08:05:00,-10.0,2026-04-11 08:21:00,2026-04-11 08:11:00,2026-04-11 08:34:00,2026-04-11 08:37:00,A52 ,64.0
2026-04-10,SN3782,2026-04-11 09:30:00,2026-04-11 09:23:00,-7.0,2026-04-11 09:34:00,2026-04-11 09:27:00,2026-04-11 09:52:00,2026-04-11 09:59:00,A56 ,129.0
2026-04-10,SN379,2026-04-10 15:05:00,2026-04-10 15:19:00,14.0,2026-04-10 15:11:00,2026-04-10 15:25:00,2026-04-10 15:52:00,2026-04-10 16:29:00,B14 A,47.0
2026-04-10,SN3802,2026-04-11 02:00:00,2026-04-11 01:59:00,-1.0,2026-04-11 02:08:00,2026-04-11 02:07:00,2026-04-11 02:32:00,2026-04-11 02:34:00,A42 ,67.0
2026-04-10,SN3810,2026-04-11 06:10:00,2026-04-11 06:12:00,2.0,2026-04-11 06:14:00,2026-04-11 06:16:00,2026-04-11 06:34:00,2026-04-11 06:38:00,A60 ,50.0
2026-04-10,SN3812,2026-04-11 02:15:00,2026-04-11 02:31:00,16.0,2026-04-11 02:20:00,2026-04-11 02:36:00,2026-04-11 02:58:00,2026-04-11 03:01:00,A55 ,48.0
2026-04-10,SN3820,2026-04-11 09:40:00,2026-04-11 09:57:00,17.0,2026-04-11 10:45:00,2026-04-11 11:02:00,2026-04-11 11:28:00,2026-04-11 11:32:00,A50 ,84.0
2026-04-10,SN516,2026-04-10 17:25:00,2026-04-10 16:32:00,-53.0,2026-04-10 17:30:00,2026-04-10 16:37:00,2026-04-10 16:50:00,2026-04-10 17:04:00,B11 A,32.0
2026-04-10,TB1012,2026-04-10 22:40:00,2026-04-10 22:22:00,-18.0,2026-04-10 22:46:00,2026-04-10 22:28:00,2026-04-10 22:46:00,2026-04-10 22:50:00,A45 ,83.0
2026-04-10,TB1014,2026-04-11 07:20:00,2026-04-11 07:56:00,36.0,2026-04-11 07:26:00,2026-04-11 08:02:00,2026-04-11 08:18:00,2026-04-11 08:22:00,A63 ,108.0
2026-04-10,TB1114,2026-04-11 07:20:00,2026-04-11 07:13:00,-7.0,2026-04-11 07:26:00,2026-04-11 07:19:00,2026-04-11 07:45:00,2026-04-11 07:50:00,A67 ,92.0
2026-04-10,TB1419,2026-04-11 00:05:00,2026-04-11 00:15:00,10.0,2026-04-11 00:10:00,2026-04-11 00:20:00,2026-04-11 00:42:00,2026-04-11 00:45:00,A61 ,104.0
2026-04-10,TB1552,2026-04-11 08:25:00,2026-04-11 08:21:00,-4.0,2026-04-11 08:29:00,2026-04-11 08:25:00,2026-04-11 08:46:00,2026-04-11 08:54:00,A61 ,166.0
2026-04-10,TB1754,2026-04-11 09:25:00,2026-04-11 09:15:00,-10.0,2026-04-11 09:32:00,2026-04-11 09:22:00,2026-04-11 09:41:00,2026-04-11 09:46:00,A57 ,125.0
2026-04-10,TB1912,2026-04-11 07:50:00,2026-04-11 07:45:00,-5.0,2026-04-11 07:56:00,2026-04-11 07:51:00,2026-04-11 08:06:00,2026-04-11 08:13:00,A43 ,140.0
2026-04-10,TB2042,2026-04-11 05:10:00,2026-04-11 05:21:00,11.0,2026-04-11 05:14:00,2026-04-11 05:25:00,2026-04-11 05:40:00,2026-04-11 05:44:00,B17 A,134.0
2026-04-10,TB2502,2026-04-11 00:35:00,2026-04-11 00:32:00,-3.0,2026-04-11 00:41:00,2026-04-11 00:38:00,2026-04-11 00:56:00,2026-04-11 01:09:00,B28 A,178.0
2026-04-10,TB2612,2026-04-11 08:00:00,2026-04-11 07:59:00,-1.0,2026-04-11 08:05:00,2026-04-11 08:04:00,2026-04-11 08:22:00,2026-04-11 08:26:00,B28 A,129.0
2026-04-10,TB2632,2026-04-10 20:45:00,2026-04-10 21:07:00,22.0,2026-04-10 20:49:00,2026-04-10 21:11:00,2026-04-10 21:32:00,2026-04-10 21:38:00,B27 A,152.0
2026-04-10,TB2952,2026-04-10 22:05:00,2026-04-10 22:05:00,0.0,2026-04-10 22:09:00,2026-04-10 22:09:00,2026-04-10 22:22:00,2026-04-10 22:23:00,B29 A,22.0
2026-04-10,TB3012,2026-04-11 04:30:00,2026-04-11 04:55:00,25.0,2026-04-11 04:34:00,2026-04-11 04:59:00,2026-04-11 05:37:00,2026-04-11 05:44:00,B27 A,158.0
2026-04-10,TB3102,2026-04-11 04:25:00,2026-04-11 04:51:00,26.0,2026-04-11 04:29:00,2026-04-11 04:55:00,2026-04-11 05:15:00,2026-04-11 05:22:00,B29 A,146.0
2026-04-10,TG934,2026-04-10 17:15:00,2026-04-10 17:50:00,35.0,2026-04-10 17:21:00,2026-04-10 17:56:00,2026-04-10 18:10:00,2026-04-10 18:46:00,B11 A,265.0
2026-04-10,TK1937,2026-04-10 20:10:00,2026-04-10 20:06:00,-4.0,2026-04-10 20:16:00,2026-04-10 20:12:00,2026-04-10 20:27:00,2026-04-10 20:37:00,B34 A,100.0
2026-04-10,TK1939,2026-04-11 03:50:00,2026-04-11 04:17:00,27.0,2026-04-11 03:55:00,2026-04-11 04:22:00,2026-04-11 04:35:00,2026-04-11 04:49:00,B9  A,130.0
2026-04-10,TK1941,2026-04-11 07:25:00,2026-04-11 07:37:00,12.0,2026-04-11 07:31:00,2026-04-11 07:43:00,2026-04-11 07:52:00,2026-04-11 08:14:00,B7  A,146.0
2026-04-10,TK1943,2026-04-10 23:25:00,2026-04-10 23:22:00,-3.0,2026-04-10 23:30:00,2026-04-10 23:27:00,2026-04-10 23:43:00,2026-04-10 23:48:00,B7  A,99.0
2026-04-10,TK1945,2026-04-11 01:15:00,2026-04-11 01:13:00,-2.0,2026-04-11 01:20:00,2026-04-11 01:18:00,2026-04-11 01:40:00,2026-04-11 01:46:00,B5  A,150.0
2026-04-10,TP640,2026-04-10 21:00:00,2026-04-10 21:10:00,10.0,2026-04-10 21:06:00,2026-04-10 21:16:00,2026-04-10 21:35:00,2026-04-10 21:44:00,A47 ,96.0
2026-04-10,TP642,2026-04-11 01:05:00,2026-04-11 01:01:00,-4.0,2026-04-11 01:10:00,2026-04-11 01:06:00,2026-04-11 01:37:00,2026-04-11 02:05:00,A57 ,122.0
2026-04-10,TP644,2026-04-11 06:05:00,2026-04-11 05:55:00,-10.0,2026-04-11 06:10:00,2026-04-11 06:00:00,2026-04-11 06:11:00,2026-04-11 06:19:00,A43 ,128.0
2026-04-10,TP646,2026-04-11 09:55:00,2026-04-11 09:49:00,-6.0,2026-04-11 10:02:00,2026-04-11 09:56:00,2026-04-11 11:20:00,2026-04-11 11:29:00,A45 ,175.0
2026-04-10,TU954,2026-04-10 21:25:00,2026-04-10 21:42:00,17.0,2026-04-10 21:34:00,2026-04-10 21:51:00,2026-04-10 22:05:00,2026-04-10 22:11:00,B34 A,96.0
2026-04-10,UA950,2026-04-10 17:15:00,2026-04-10 16:50:00,-25.0,2026-04-10 17:19:00,2026-04-10 16:54:00,2026-04-10 17:11:00,2026-04-10 17:35:00,B31 A,160.0
2026-04-10,UA972,2026-04-10 19:00:00,2026-04-10 18:41:00,-19.0,2026-04-10 19:11:00,2026-04-10 18:52:00,2026-04-10 19:14:00,2026-04-10 19:32:00,B38 A,151.0
2026-04-10,UA994,2026-04-10 17:45:00,2026-04-10 17:12:00,-33.0,2026-04-10 17:51:00,2026-04-10 17:18:00,2026-04-10 17:36:00,2026-04-10 18:10:00,B40 A,189.0
2026-04-10,UX1171,2026-04-10 19:45:00,2026-04-10 19:40:00,-5.0,2026-04-10 19:57:00,2026-04-10 19:52:00,2026-04-10 20:18:00,2026-04-10 20:23:00,A48 ,99.0
2026-04-10,UX1173,2026-04-11 03:40:00,2026-04-11 03:37:00,-3.0,2026-04-11 03:45:00,2026-04-11 03:42:00,2026-04-11 04:01:00,2026-04-11 04:04:00,A47 ,94.0
2026-04-10,VF65,2026-04-10 21:15:00,2026-04-10 21:17:00,2.0,2026-04-10 21:24:00,2026-04-10 21:26:00,2026-04-10 21:38:00,2026-04-10 21:49:00,B30 A,133.0
2026-04-10,VF67,2026-04-11 02:10:00,2026-04-11 02:36:00,26.0,2026-04-11 02:16:00,2026-04-11 02:42:00,2026-04-11 02:55:00,2026-04-11 03:07:00,B30 A,161.0
2026-04-10,VY1332,2026-04-10 19:05:00,2026-04-10 19:03:00,-2.0,2026-04-10 19:09:00,2026-04-10 19:07:00,2026-04-10 19:26:00,2026-04-10 19:27:00,A53 ,25.0
2026-04-10,VY2150,2026-04-10 18:40:00,2026-04-10 18:29:00,-11.0,2026-04-10 18:45:00,2026-04-10 18:34:00,2026-04-10 18:46:00,2026-04-10 18:47:00,A51 ,36.0
2026-04-10,VY3650,2026-04-11 03:10:00,2026-04-11 02:42:00,-28.0,2026-04-11 03:15:00,2026-04-11 02:47:00,2026-04-11 02:59:00,2026-04-11 03:04:00,A51 ,97.0
2026-04-10,VY8980,2026-04-10 19:45:00,2026-04-10 19:32:00,-13.0,2026-04-10 19:56:00,2026-04-10 19:43:00,2026-04-10 19:54:00,2026-04-10 19:55:00,A46 ,18.0
2026-04-10,VY8982,2026-04-11 03:25:00,2026-04-11 03:14:00,-11.0,2026-04-11 03:30:00,2026-04-11 03:19:00,2026-04-11 03:32:00,2026-04-11 03:33:00,A53 ,46.0
2026-04-10,VY8984,2026-04-11 06:50:00,2026-04-11 07:18:00,28.0,2026-04-11 06:55:00,2026-04-11 07:23:00,2026-04-11 07:33:00,2026-04-11 07:34:00,A45 ,55.0
2026-04-10,VY8986,2026-04-11 00:30:00,2026-04-11 00:31:00,1.0,2026-04-11 00:35:00,2026-04-11 00:36:00,2026-04-11 00:58:00,2026-04-11 01:01:00,A51 ,62.0
2026-04-10,XR5402,2026-04-11 03:20:00,2026-04-11 03:35:00,15.0,2026-04-11 03:26:00,2026-04-11 03:41:00,2026-04-11 04:00:00,2026-04-11 04:04:00,B36 A,105.0
2026-04-11,AC826,2026-04-11 18:50:00,2026-04-11 18:22:00,-28.0,2026-04-11 18:56:00,2026-04-11 18:28:00,2026-04-11 18:47:00,2026-04-11 19:33:00,B34 A,207.0
2026-04-11,AC832,2026-04-11 18:10:00,2026-04-11 17:23:00,-47.0,2026-04-11 18:17:00,2026-04-11 17:30:00,2026-04-11 17:48:00,2026-04-11 18:16:00,B30 A,168.0
2026-04-11,AY1541,2026-04-11 20:20:00,2026-04-11 20:23:00,3.0,2026-04-11 20:26:00,2026-04-11 20:29:00,2026-04-11 20:46:00,2026-04-11 20:53:00,A60 ,114.0
2026-04-11,AY1545,2026-04-12 05:20:00,2026-04-12 05:38:00,18.0,2026-04-12 05:26:00,2026-04-12 05:44:00,2026-04-12 05:59:00,2026-04-12 06:10:00,A53 ,106.0
2026-04-11,AZ148,2026-04-11 19:35:00,2026-04-11 19:11:00,-24.0,2026-04-11 19:41:00,2026-04-11 19:17:00,2026-04-11 19:28:00,2026-04-11 19:32:00,A49 ,40.0
2026-04-11,AZ156,2026-04-11 21:45:00,2026-04-11 21:32:00,-13.0,2026-04-11 21:52:00,2026-04-11 21:39:00,2026-04-11 22:11:00,2026-04-11 22:15:00,A55 ,103.0
2026-04-11,AZ160,2026-04-12 05:00:00,2026-04-12 04:37:00,-23.0,2026-04-12 05:05:00,2026-04-12 04:42:00,2026-04-12 05:00:00,2026-04-12 05:04:00,A51 ,91.0
2026-04-11,BA384,2026-04-11 20:20:00,2026-04-11 20:24:00,4.0,2026-04-11 20:26:00,2026-04-11 20:30:00,2026-04-11 20:54:00,2026-04-11 21:17:00,B17 A,40.0
2026-04-11,BA388,2026-04-12 06:15:00,2026-04-12 05:55:00,-20.0,2026-04-12 06:19:00,2026-04-12 05:59:00,2026-04-12 06:14:00,2026-04-12 06:18:00,B7  A,90.0
2026-04-11,BT601,2026-04-11 19:55:00,2026-04-11 19:47:00,-8.0,2026-04-11 20:00:00,2026-04-11 19:52:00,2026-04-11 20:03:00,2026-04-11 20:06:00,A53 ,17.0
2026-04-11,CX275,2026-04-11 19:25:00,2026-04-11 19:25:00,0.0,2026-04-11 19:31:00,2026-04-11 19:31:00,2026-04-11 19:44:00,2026-04-11 20:20:00,B31 A,231.0
2026-04-11,DL140,2026-04-11 18:40:00,2026-04-11 18:42:00,2.0,2026-04-11 18:46:00,2026-04-11 18:48:00,2026-04-11 19:17:00,2026-04-11 19:56:00,B37 A,199.0
2026-04-11,EI630,2026-04-11 20:40:00,2026-04-11 20:17:00,-23.0,2026-04-11 20:45:00,2026-04-11 20:22:00,2026-04-11 20:32:00,2026-04-11 20:38:00,B11 A,77.0
2026-04-11,EK181,2026-04-12 06:30:00,2026-04-12 06:35:00,5.0,2026-04-12 06:36:00,2026-04-12 06:41:00,2026-04-12 06:54:00,2026-04-12 07:26:00,B31 A,238.0
2026-04-11,FH8014,2026-04-12 02:20:00,2026-04-12 02:09:00,-11.0,2026-04-12 02:26:00,2026-04-12 02:15:00,2026-04-12 02:33:00,2026-04-12 02:38:00,B14 A,156.0
2026-04-11,FH8116,2026-04-11 12:35:00,2026-04-11 12:39:00,4.0,2026-04-11 12:44:00,2026-04-11 12:48:00,2026-04-11 13:06:00,2026-04-11 13:13:00,B38 A,140.0
2026-04-11,GQ800,2026-04-12 00:05:00,2026-04-12 00:28:00,23.0,2026-04-12 00:11:00,2026-04-12 00:34:00,2026-04-12 00:51:00,2026-04-12 00:57:00,A58 ,121.0
2026-04-11,GQ850,2026-04-11 20:50:00,2026-04-11 20:54:00,4.0,2026-04-11 20:58:00,2026-04-11 21:02:00,2026-04-11 21:19:00,2026-04-11 21:23:00,A51 ,114.0
2026-04-11,HV9078,2026-04-12 10:25:00,2026-04-12 10:23:00,-2.0,2026-04-12 10:31:00,2026-04-12 10:29:00,2026-04-12 10:47:00,2026-04-12 10:50:00,A42 ,85.0
2026-04-11,HV9264,2026-04-12 01:55:00,2026-04-12 01:42:00,-13.0,2026-04-12 02:00:00,2026-04-12 01:47:00,2026-04-12 02:11:00,2026-04-12 02:20:00,B34 A,153.0
2026-04-11,IB1299,2026-04-12 01:45:00,2026-04-12 01:21:00,-24.0,2026-04-12 01:51:00,2026-04-12 01:27:00,2026-04-12 01:42:00,2026-04-12 01:43:00,A55 ,43.0
2026-04-11,IB1301,2026-04-12 06:00:00,2026-04-12 08:12:00,132.0,2026-04-12 06:06:00,2026-04-12 08:18:00,2026-04-12 08:38:00,2026-04-12 08:41:00,A61 ,70.0
2026-04-11,IB597,2026-04-11 22:25:00,2026-04-11 22:13:00,-12.0,2026-04-11 22:32:00,2026-04-11 22:20:00,2026-04-11 22:46:00,2026-04-11 22:55:00,A43 ,114.0
2026-04-11,IB603,2026-04-12 09:30:00,2026-04-12 09:26:00,-4.0,2026-04-12 09:37:00,2026-04-12 09:33:00,2026-04-12 09:42:00,2026-04-12 09:51:00,A45 ,131.0
2026-04-11,KM420,2026-04-12 06:15:00,2026-04-12 05:53:00,-22.0,2026-04-12 06:21:00,2026-04-12 05:59:00,2026-04-12 06:18:00,2026-04-12 06:23:00,A45 ,138.0
2026-04-11,LH1004,2026-04-11 18:45:00,2026-04-11 18:57:00,12.0,2026-04-11 18:50:00,2026-04-11 19:02:00,2026-04-11 19:19:00,2026-04-11 19:22:00,A45 ,6.0
2026-04-11,LH2282,2026-04-11 18:55:00,2026-04-11 18:47:00,-8.0,2026-04-11 19:01:00,2026-04-11 18:53:00,2026-04-11 19:08:00,2026-04-11 19:12:00,A47 ,3.0
2026-04-11,LO231,2026-04-12 09:35:00,2026-04-12 09:30:00,-5.0,2026-04-12 09:41:00,2026-04-12 09:36:00,2026-04-12 09:51:00,2026-04-12 09:53:00,A53 ,54.0
2026-04-11,LO233,2026-04-12 05:40:00,2026-04-12 05:31:00,-9.0,2026-04-12 05:47:00,2026-04-12 05:38:00,2026-04-12 05:56:00,2026-04-12 06:01:00,A55 ,111.0
2026-04-11,LO235,2026-04-11 20:25:00,2026-04-11 20:20:00,-5.0,2026-04-11 20:30:00,2026-04-11 20:25:00,2026-04-11 20:39:00,2026-04-11 20:41:00,A59 ,23.0
